station_id,station_code,station_name,aquamonitor_id,longitude,latitude,period,n_oks_mgpm2pyr,n_red_mgpm2pyr,n_tot_mgpm2pyr,s*_mgpm2pyr
277,817-1-10,Vihusvatnet,26089,8.88603046368322,59.0772079330734,1978-1982,460.49,421.93000000000006,882.4200000000001,865.39
278,829-1-13,Mjåvatn,26090,8.26277838649925,59.3090240755202,1978-1982,390.52,382.54999999999995,773.0699999999999,762.16
279,830-1-24,Store Kleivtjørn,26091,8.65267708166301,59.0242506981368,1978-1982,605.93,564.07,1170.0,1149.01
280,833-2-21,Folurdkaldevatn,26092,7.60015796268927,59.3865156771687,1978-1982,440.67,459.3,899.97,872.68
281,834-1-12,Hemletjørnane,26093,7.54505206692548,59.6096818606859,1978-1982,403.74,421.01,824.75,799.56
282,834-1-32,HOH 1394,26094,7.96063779573449,59.935892757496,1978-1982,246.55,254.07999999999998,500.63,493.79
283,928-1-7,Lundevatnet,26095,8.21745394237936,58.4625868542682,1978-1982,712.35,642.42,1354.77,1299.02
284,928-2-20,Lille Hovvatnet,26096,8.0308573506426,58.6060108619034,1978-1982,514.93,488.18999999999994,1003.1199999999999,986.6
285,940-2-9,HOH 1227,26098,7.09879520487891,59.1849404427463,1978-1982,406.51,438.71000000000004,845.22,819.34
286,941-2-23,Reinsgrovtjørnane,26099,7.00031682301533,59.3403365021126,1978-1982,545.4,590.9800000000001,1136.38,1106.79
287,1003-2-4,Saudlandsvatnet,26100,6.76753672554633,58.2007632668188,1978-1982,996.01,940.1299999999999,1936.1399999999999,1852.8
288,1004-1-34,Store Einervann/HOH 230,26101,6.57911605673276,58.3104616155769,1978-1982,697.92,681.57,1379.49,1317.11
289,1014-1-32,Krossvatnet,26102,7.78653556794165,58.2446518570464,1978-1982,792.48,702.3299999999999,1494.81,1427.14
290,1032-1-19,Svartevatnet,26103,7.08411361913496,58.2764674349431,1978-1982,789.42,774.9899999999999,1564.4099999999999,1489.23
291,1037-1-1,Lisle Frøysvatnet,26104,7.10648046581649,58.3021621850618,1978-1982,789.42,774.9899999999999,1564.4099999999999,1489.23
292,1046-1-23,Bergetjørni,26105,6.89943188945471,59.015816600513,1978-1982,587.05,637.27,1224.32,1194.53
293,1114-1-20,Skjelbreidtjørni,26106,6.18412798004005,58.7231178184775,1978-1982,813.42,867.0099999999999,1680.4299999999998,1609.41
294,1114-1-34,Lomstjørni,26107,6.08464959422335,58.6739138989476,1978-1982,813.42,867.0099999999999,1680.4299999999998,1609.41
295,1122-1-9,Kråtjørni,26108,6.11255030558405,58.739981598915,1978-1982,813.42,867.0099999999999,1680.4299999999998,1609.41
296,1129-1-13,Tvaravatnet,26109,6.31107194250917,59.0394066797937,1978-1982,570.54,614.71,1185.25,1135.81
297,1201-1-23,Knappatjørna,26110,5.26347180644182,60.3273137580868,1978-1982,765.12,954.2699999999999,1719.3899999999999,1696.73
298,1201-1-32,Brekkevatnet,26111,5.59149713803448,60.3455193560566,1978-1982,629.13,776.6,1405.73,1523.26
299,1228-1-16,1230 HOH,26112,7.02112068476448,59.776438075162,1978-1982,343.36,371.26,714.62,700.81
300,1228-2-4,Øvre Juklevatni,26113,7.01687650859628,60.0617068120966,1978-1982,338.5,379.27,717.77,723.14
301,1231-1-41,HOH 1092,26114,6.49123157704738,60.2941000219955,1978-1982,296.29,357.18,653.47,665.36
302,1235-1-6,Rundatjørni,26115,6.30217373522905,60.5710601606449,1978-1982,407.1,491.90999999999997,899.01,970.19
303,1263-3-10,Husdalsvatnet,26116,5.49462060013147,60.6354839101759,1978-1982,606.89,783.17,1390.06,1559.33
304,1266-1-25,Stemmevatnet,26117,5.32516116934407,60.8619402162505,1978-1982,482.59,647.1700000000001,1129.76,1300.98
305,1266-1-43,HOH 816,26118,5.81279002662846,60.9299194899709,1978-1982,432.69,552.95,985.6400000000001,1018.94
306,1401-1-35,Rundedalsvatnet,26119,5.20185969267551,61.6631403227798,1978-1982,273.17,391.7300000000001,664.9000000000001,797.12
307,1411-2-17,Holmevatnet,26120,5.39735838813455,60.9713993006862,1978-1982,446.71,601.6599999999999,1048.37,1200.83
308,1411-2-34,Botnavatnet,26121,5.3950090879743,60.9859585923981,1978-1982,446.71,601.6599999999999,1048.37,1200.83
309,1416-2-6,Blåfjellvatnet,26122,5.76583266294955,61.0233736015267,1978-1982,439.3,561.6600000000001,1000.96,1032.04
310,1421-1-34,HOH 1530,26123,7.63962475805021,60.8545058518727,1978-1982,158.17,189.34,347.51,355.11
311,1426-2-29,Krongeltjørni,26124,7.93039096595436,61.5685762961678,1978-1982,94.65,109.53999999999999,204.19,201.54
312,1429-3-22,Langesjøen,26125,5.16425265659496,61.2797456596875,1978-1982,311.26,422.88,734.14,840.35
313,1432-2-20,Steinbotsvatna,26126,6.4055361634645,61.3537411771611,1978-1982,292.4,388.55000000000007,680.95,767.76
314,1433-1-30,Einevollsvatnet,26127,5.58193865139987,61.4796822459681,1978-1982,386.5,565.95,952.45,998.27
315,1534-2-5,St. Hestevatn,26128,6.40180160270607,62.5931988727053,1978-1982,117.45,190.57,308.02,348.75
316,1539-3-3,Ulvådalsvatnet,26129,7.91235309459286,62.2454382425503,1978-1982,133.61,166.39,300.0,322.02
317,1543-2-8,Røndalskarvatn,26130,8.07920441273034,62.6103683204659,1978-1982,178.76,236.62,415.38,461.9
318,1566-2-19,HOH 1078,26131,8.99099617385894,62.7476979150966,1978-1982,162.44,211.07,373.51,403.95
319,1622-2-4,Austvatnet,26133,9.7461930717893,63.4122300021566,1978-1982,145.73,200.03,345.76,393.93
320,1640-2-18,Skebrosjøane,26134,12.1625927587531,62.4051085053704,1978-1982,107.44,126.54000000000002,233.98000000000002,266.56
321,1718-1-3,Hyttvatnet,26135,10.5286440918313,63.7478096913667,1978-1982,145.14,219.69,364.83,436.94
322,1736-3-4,Snaufjellvatnet,26136,13.1541264225788,64.1916940034456,1978-1982,124.57,192.02000000000004,316.59000000000003,387.01
323,1738-3-9,Midtre Blåfjellvatnet,26137,13.5400182555295,64.1155371435143,1978-1982,101.57,150.42,251.98999999999998,315.07
324,1751-2-11,Grønlivatnet,26138,11.9992516210882,64.8718890318998,1978-1982,180.85,299.26,480.11,560.54
325,1851-2-13,Trollvatnet,26139,15.6079862821763,68.3656676792037,1978-1982,168.91,244.77,413.68,684.81
326,1929-2-13,Daudmannsvatn,26140,17.4059311163758,69.330985843652,1978-1982,115.67,126.83999999999999,242.51,476.69
327,2011-1-13,HOH 510,26141,23.7033484806321,68.8681467853392,1978-1982,83.27,77.37999999999998,160.64999999999998,281.08
328,2011-1-29,HOH 407,26142,24.4007270429175,68.8773195314931,1978-1982,84.91,79.43,164.34,269.96
329,2011-1-60,HOH 414,26143,23.4544004878611,69.0464410149078,1978-1982,77.31,69.75,147.06,265.49
330,2011-2-34,Guolehisjavri,26144,22.2687443638187,68.9110504394135,1978-1982,69.1,63.28,132.38,238.15
331,2020-2-30,HOH 515,26145,25.3900841918544,70.1664407669372,1978-1982,90.88,87.41,178.29,315.18
332,2022-1-42,HOH 292,26146,27.4221436044761,70.7342568717137,1978-1982,89.45,94.02,183.47,282.35
333,2022-1-45,HOH 561,26147,26.7269225350736,70.1634171642559,1978-1982,104.25,105.26999999999998,209.51999999999998,334.87
334,2025-1-57,HOH 450,26149,28.7918398886113,70.5425336326835,1978-1982,86.84,90.01000000000002,176.85000000000002,297.41
335,831-501,Brårvatn,26150,7.7260021266652,59.2928806446639,1978-1982,593.03,603.8199999999999,1196.85,1162.44
336,1640-603,Tufsingen,26151,11.8759029736546,62.6106651578369,1978-1982,142.56,170.03000000000003,312.59000000000003,358.05
337,1228-501,Steinavatn,26152,6.57995021546729,59.8545141693148,1978-1982,442.97,494.65,937.62,928.71
338,1018-4,Kleivsetvannet,26153,7.67717371130857,58.1091918771752,1978-1982,1148.99,1062.3500000000001,2211.34,2135.1
339,1840-601,Kjemåvatn,26154,15.409438719011,66.7682711445406,1978-1982,76.75,118.13,194.88,255.88
340,429-601,Holmsjøen,26155,11.6214056818289,61.1490042666345,1978-1982,274.83,265.93,540.76,570.08
341,1725-3-14,Bjørfarvatnet,26156,10.9848965233555,64.2762379867915,1978-1982,162.07,245.25,407.32,498.52
342,101-2-2,Steinsvatnet,26157,11.6527237053203,59.1000717120539,1978-1982,576.11,502.89,1079.0,1085.72
343,101-4-1,Femsjøen,26158,11.4447098899549,59.1271408865578,1978-1982,376.25,331.14,707.39,714.89
344,105-3-6,Isesjøen,26159,11.238319741201,59.298750602071,1978-1982,392.05,359.0199999999999,751.0699999999999,763.85
345,105-3-10,Tunevatnet,26160,11.0959134869238,59.3188347236257,1978-1982,392.05,359.0199999999999,751.0699999999999,763.85
346,118-1-7,Lilledalstjernet,26161,11.6898254359155,59.2442373509217,1978-1982,567.25,496.44000000000005,1063.69,1073.62
347,118-1-39,Ekertjernet,26162,11.7423256761422,59.3056149241498,1978-1982,559.49,490.56999999999994,1050.06,1062.9
348,119-1-2,Hølevatnet,26163,11.660398725416,59.6087869636463,1978-1982,434.53,384.01,818.54,830.9
349,119-2-81,Nordre Torgrimsbutjern,26164,11.7699108696026,59.3513677213814,1978-1982,506.09,474.83,980.92,949.36
350,119-4-3,Rødenessjøen,26165,11.6509593543392,59.4831677147969,1978-1982,519.68,454.42999999999995,974.1099999999999,988.01
351,128-1-4,Stomperudtjernet,26166,11.4042880023564,59.3214494951174,1978-1982,513.6,448.65999999999997,962.26,973.91
352,137-3-1,Sæbyvatnet,26168,10.9735816814163,59.4290625779328,1978-1982,483.46,445.4700000000001,928.9300000000001,946.31
353,217-3-1,Gjersjøen,26169,10.7768924297407,59.8082603670725,1978-1982,398.29,371.96,770.25,788.61
354,220-2-9,Bondivatnet,26170,10.4373438837967,59.8173657437307,1978-1982,513.98,491.02,1005.0,1029.5
355,221-1-6,Lombergtjern,26171,11.6183293305432,59.736942288249,1978-1982,447.98,396.14,844.12,856.96
356,221-1-9,Lembruvatna,26172,11.8405999711525,59.8418896865841,1978-1982,414.23,389.37,803.6,782.41
357,221-3-2,Floen,26173,11.5085154611869,59.982400683095,1978-1982,481.55,427.38000000000005,908.9300000000001,930.83
358,227-2-1,Heia,26174,11.2137418095376,59.9275356606149,1978-1982,380.43,346.32,726.75,743.93
359,231-2-5,Tretjernet,26175,11.1304789636616,59.9878679880429,1978-1982,380.43,346.32,726.75,743.93
360,235-1-3,Sesvolltjernet,26176,11.1651748593392,60.2496232718642,1978-1982,462.39,427.01,889.4,909.55
361,236-1-12,Djuptjern,26177,11.5426121113534,60.0225974160082,1978-1982,462.15,410.49,872.64,893.65
362,236-2-4,Flasjøen,26178,11.7623160922917,60.0949383699038,1978-1982,307.73,270.61,578.34,597.08
363,239-1-186,Buråstjern,26179,11.0332926516701,60.4292233581434,1978-1982,156.23,144.89000000000001,301.12,304.12
364,239-2-3,Bundlitjernet,26180,11.1086438271369,60.429210663977,1978-1982,156.23,144.89000000000001,301.12,304.12
365,239-2-10,Holtjernet,26181,11.0962627279355,60.4714136011444,1978-1982,156.23,144.89000000000001,301.12,304.12
366,239-4-3,Hurdalsjøen,26182,11.1607157628663,60.2977432346315,1978-1982,335.56,310.3500000000001,645.9100000000001,658.35
367,301-1-1,Steinsrudtjern,26183,10.867860779312,59.821658466451,1978-1982,398.29,371.96,770.25,788.61
368,301-2-1,Rottungen,26184,10.720638314646,60.0487564684818,1978-1982,481.92,462.31,944.23,969.76
369,301-3-1,Helgeren,26185,10.7092083807613,60.0726206070109,1978-1982,481.92,462.31,944.23,969.76
370,402-1-28,Eintjern,26186,12.3661033717618,60.072388392562,1978-1982,469.13,412.2099999999999,881.3399999999999,910.22
371,412-1-20,Kinnlitjernet,26190,10.8114452530412,60.8865964332488,1978-1982,257.52,262.15,519.67,548.75
372,412-1-22,Ørtjernet,26191,11.1143112143436,61.0129432613716,1978-1982,256.94,260.44,517.38,545.85
373,412-3-4,Sjusjøen,26192,10.712878634619,61.1427851426355,1978-1982,368.87,386.77,755.64,790.3
374,412-5-1,Mjøsa,26193,11.2363286191171,60.3976914911794,1978-1982,156.23,144.89000000000001,301.12,304.12
375,418-1-4,Vesle Otten,26194,11.3660876382452,60.4546185554114,1978-1982,371.19,330.8999999999999,702.0899999999999,718.56
376,418-1-14,Geittjerna,26195,11.5700270742123,60.4687628945745,1978-1982,330.98,297.61,628.59,643.7
377,418-2-3,Tennungen,26196,11.436994911941,60.3518696071504,1978-1982,319.72,287.87,607.59,621.75
378,419-1-23,Svarttjernet,26197,11.7048019268145,60.2964813035627,1978-1982,328.66,295.6499999999999,624.31,639.16
379,419-2-8,Igletjernet,26198,11.7054859404863,60.2761629591887,1978-1982,328.66,295.6499999999999,624.31,639.16
380,423-1-21,Langtjernet,26200,12.4121192311791,60.457541417407,1978-1982,415.53,373.95000000000005,789.48,821.28
381,423-3-14,Rotnesjøen,26201,12.3515582867927,60.4773441559351,1978-1982,415.53,373.95000000000005,789.48,821.28
382,425-1-15,Kalbråtåsjøen,26202,12.3331502890527,60.5485064656039,1978-1982,366.07,331.39000000000004,697.46,727.12
383,425-2-10,Steinsjøen,26203,12.2596781464814,60.8218151420737,1978-1982,278.5,272.21000000000004,550.71,588.76
384,425-2-25,Knapptjernet,26204,12.126482722089,60.5833030729479,1978-1982,297.53,276.29999999999995,573.8299999999999,601.99
385,426-3-1,Vålmangen,26205,11.7901648089578,60.5877620488379,1978-1982,394.65,361.41999999999996,756.0699999999999,789.42
386,427-3-12,Svenkebekksjøen,26206,11.970611336838,60.8539249273538,1978-1982,320.8,306.81,627.61,668.62
387,428-2-15,Mjølsjøen,26207,12.1963569861477,61.5680566498042,1978-1982,150.77,157.38999999999996,308.15999999999997,333.85
388,430-2-1,Setningsjøen,26209,10.2732487362366,61.7550946398696,1978-1982,142.1,149.25000000000003,291.35,307.58
389,430-2-16,Gråtjørna,26210,10.5754708685574,61.8558730534007,1978-1982,138.57,151.75,290.32,306.2
390,432-1-2,Langtjørna,26211,11.2815082459116,61.5383299687103,1978-1982,166.43,170.54000000000002,336.97,359.62
391,432-1-10,Byringtjørna,26212,11.4439242019017,61.4838217637697,1978-1982,243.94,247.5,491.44,522.15
392,432-1-18,Stortjørna,26213,11.2552876113564,61.5993398286154,1978-1982,166.43,170.54000000000002,336.97,359.62
393,432-2-23,Hundtjørna,26214,10.95825656429,61.8239572007955,1978-1982,161.62,176.5,338.12,359.02
394,432-4-1,Sølensjøen,26215,11.6801909142182,61.8776400443718,1978-1982,144.61,161.03999999999996,305.65,338.42
395,432-4-2,Storsjøen,26216,11.3642241330709,61.3920901905526,1978-1982,243.94,247.5,491.44,522.15
396,434-1-11,Abbortjørna,26217,12.1431078252729,62.3059102339019,1978-1982,116.43,133.41,249.84,283.35
397,434-2-4,Store Sorksjøen,26218,11.9996555189991,61.9733967155068,1978-1982,199.04,217.50999999999996,416.54999999999995,461.99
398,434-2-21,Skjervagen,26219,12.1928756909154,61.9161081665176,1978-1982,245.0,268.96000000000004,513.96,571.29
399,434-3-23,Fjellgutusjøen,26220,12.0951205404253,62.0645076934887,1978-1982,280.67,322.67,603.34,683.74
400,434-5-1,Femunden,26221,11.8675572798316,61.9351939296337,1978-1982,199.04,217.50999999999996,416.54999999999995,461.99
401,436-1-3,Rabbtjørna,26222,11.2742683230961,62.3477713462696,1978-1982,131.22,149.09,280.31,318.89
402,437-1-9,Halvorstjørna,26223,10.2083426923733,62.5311067327497,1978-1982,131.29,151.61999999999998,282.90999999999997,307.54
403,438-2-19,Søre Klettsjøen,26224,10.2307372692658,61.9962024511279,1978-1982,95.91,99.63,195.54,202.03
404,441-1-12,Storflotjørna,26225,11.033963781169,62.5314732059787,1978-1982,83.62,98.28,181.9,202.28
405,501-3-9,Mellsjøen,26226,10.7082879772742,61.2018584915858,1978-1982,368.87,386.77,755.64,790.3
406,511-3-15,Vålåsjøen,26227,9.42395542555897,62.1752634858999,1978-1982,95.41,109.46000000000001,204.87,214.5
407,512-1-8,Nedre Mølmsvatnet,26228,8.37261172076234,62.2823593112504,1978-1982,153.16,193.35999999999999,346.52,372.57
408,512-1-14,Lomtjørni,26229,8.69603661733137,62.2750979875152,1978-1982,89.57,110.43,200.0,209.79
409,512-1-18,HOH 1506,26230,9.09804259669571,62.3531591233519,1978-1982,87.69,107.9,195.59,205.85
410,512-2-23,Rygghøtjørni,26231,8.56801668006842,62.0417823319516,1978-1982,73.6,84.10999999999999,157.70999999999998,158.86
411,512-3-12,Langvatnet,26232,9.13772042271445,62.3102787222023,1978-1982,87.69,107.9,195.59,205.85
412,513-1-7,HOH 1370,26233,7.44771800750226,62.0393019712778,1978-1982,181.41,230.23999999999998,411.65,461.35
413,513-2-5,Grøntjørni,26234,7.80095012510874,61.7526482306374,1978-1982,105.73,124.05,229.78,230.75
414,513-2-27,Styggvatnet,26235,7.71685603441794,61.7583230095167,1978-1982,159.62,200.01999999999998,359.64,387.49
415,514-1-1,Urdadalstjørnin,26236,8.39978129476468,61.5451123185816,1978-1982,110.71,122.99999999999999,233.70999999999998,228.82
416,514-1-10,Sjugurdtindtjørni,26237,8.57192467454526,61.4848057233091,1978-1982,99.96,113.34000000000002,213.3,220.58
417,514-1-29,Brangsdalstjørnin,26238,8.09154246156622,61.6257908865495,1978-1982,91.25,103.68,194.93,188.58
418,514-2-26,Panna,26239,8.29801056455344,61.5483007094524,1978-1982,110.71,122.99999999999999,233.70999999999998,228.82
419,515-1-23,Skytningen,26240,9.02848375593406,61.8137201573845,1978-1982,113.67,128.68,242.35000000000002,246.43
420,515-2-1,Tjørnosen,26241,9.00893116549115,61.5938319743772,1978-1982,98.76,112.61,211.37,209.71
421,515-2-24,Birisjøen,26242,8.96413257138811,61.5709028690243,1978-1982,117.97,135.03,253.0,253.7
422,516-2-8,Nedre Sikkilsdalsvatnet,26243,9.03165378316274,61.4823856731125,1978-1982,107.0,121.88999999999999,228.89,227.11
423,517-1-16,HOH 1506,26244,9.69843400853851,61.9073799352,1978-1982,103.37,110.35,213.72,220.93
424,519-1-6,Sprentjørna,26245,9.55042459384487,61.4477296095033,1978-1982,105.73,114.3,220.03,225.02
425,519-2-12,Nordre Vulutjørni,26246,10.0170032845207,61.8238191862799,1978-1982,133.55,138.17000000000002,271.72,285.74
426,519-2-29,Vesle Jetningen,26247,9.81661036744044,61.4758593105391,1978-1982,171.03,190.18000000000004,361.21000000000004,363.39
427,520-1-11,Urdtjern,26248,10.0931250386587,61.6683264876048,1978-1982,147.48,155.42,302.9,319.96
428,520-1-31,Steinslatjørnet,26249,10.6039092982198,61.4634370172065,1978-1982,244.88,258.19,503.07,526.76
429,521-2-14,Tromstjørn,26250,10.5065883391567,61.4067678151119,1978-1982,244.88,258.19,503.07,526.76
430,521-3-5,Lyngen,26251,10.7657127892707,61.3733966061416,1978-1982,176.7,188.95,365.65,386.47
431,522-1-13,Skruvdalstjernet,26252,9.54112079660592,61.2122201715875,1978-1982,211.0,225.05,436.05,447.76
432,522-3-4,Øvre Reinsjøen,26253,9.57938981816738,61.2016042996613,1978-1982,211.0,225.05,436.05,447.76
433,522-3-16,Espedalsvatnet,26254,9.49404245031086,61.4386319421973,1978-1982,88.49,94.43000000000002,182.92000000000002,180.95
434,528-2-6,Mørksjøen,26255,11.02477885679,60.5203900479097,1978-1982,268.73,245.66999999999996,514.4,520.87
435,532-1-3,Fagervatnet,26257,10.4963179094583,60.1978927758715,1978-1982,272.9,254.05000000000007,526.95,539.73
436,533-3-17,Mylla,26258,10.6013076726184,60.2424687744357,1978-1982,526.77,501.6700000000001,1028.44,1058.66
437,534-5-1,Randsfjorden,26259,10.3719353898174,60.2336541514382,1978-1982,272.9,254.05000000000007,526.95,539.73
438,536-1-12,Brokslitjernet,26260,10.298834696484,60.8026455464363,1978-1982,295.85,294.11,589.96,605.62
439,538-1-20,Kolsrudvatnet,26262,10.2164595962312,60.8925939627145,1978-1982,322.33,332.32,654.65,678.81
440,538-2-2,Vangsjøen,26263,9.99057711161386,60.8772563624025,1978-1982,303.77,316.96000000000004,620.73,642.43
441,540-2-21,Holmevatnet,26264,9.91175204620117,60.7364758642945,1978-1982,277.53,270.88,548.41,562.95
442,540-2-22,Øyvatnet,26265,9.80125745748835,60.7780583785339,1978-1982,285.52,290.4100000000001,575.9300000000001,595.14
443,541-2-3,Grannstøltjernet,26267,9.69370777932616,61.0473093550533,1978-1982,205.86,216.62,422.48,433.97
444,542-1-19,Nisetjernet,26268,9.43985539936335,61.1213710879886,1978-1982,212.94,228.66000000000003,441.6,454.03
445,542-1-25,Nordre Valegrovtjernet,26269,9.41477739258584,61.0826999176353,1978-1982,212.94,228.66000000000003,441.6,454.03
446,542-3-6,Hærevatn,26270,9.2423880464575,60.8180097346457,1978-1982,197.61,210.2,407.81,415.41
447,542-3-8,Stogofjorden,26271,9.20588350507887,60.8114833736562,1978-1982,197.61,210.2,407.81,415.41
448,543-3-2,Vasetvatnet,26272,8.98509337934663,60.9960187512512,1978-1982,204.88,225.73000000000002,430.61,444.62
449,543-4-4,Storfjorden,26273,8.87088530080531,60.9099648767178,1978-1982,204.88,225.73000000000002,430.61,444.62
450,544-1-2,HOH 955,26274,9.1796733512897,61.1444209124803,1978-1982,169.53,182.84,352.37,358.79
451,544-1-27,HOH 1198,26275,8.84652108022787,61.2947470082311,1978-1982,106.75,122.13,228.88,229.09
452,544-2-10,Fisketjerni,26276,8.79127708628202,61.3963613867133,1978-1982,112.13,128.31,240.44,240.93
453,544-2-11,Nordre Vindin,26277,9.02611009614722,61.1953439097519,1978-1982,169.53,182.84,352.37,358.79
454,545-1-24,Myrjetjernet,26278,8.28789252557704,61.3446068989927,1978-1982,201.9,227.20000000000002,429.1,448.75
455,545-1-32,Tvindehaugtjernet,26279,8.31391011589577,61.32355597876,1978-1982,201.9,227.20000000000002,429.1,448.75
456,545-2-4,HOH 1337,26280,8.15626080124758,61.2273188776906,1978-1982,164.69,191.79000000000002,356.48,367.71
457,545-2-13,Fussegrovtjørni,26281,8.28432132568782,61.0883385290868,1978-1982,127.73,140.91999999999996,268.65,276.73
458,545-2-17,Langetjernet,26282,8.5948097800687,61.2318793093563,1978-1982,273.21,306.00000000000006,579.21,607.4
459,545-2-25,Seksin,26283,8.7380981444773,61.3164864210084,1978-1982,214.82,242.42000000000002,457.24,479.9
460,545-3-7,Helin,26284,8.73814330166968,61.0058504372998,1978-1982,229.05,256.07,485.12,507.67
461,545-3-19,Nedre Årdalsvatnet,26285,8.1757970572227,61.235842504203,1978-1982,164.69,191.79000000000002,356.48,367.71
462,545-4-1,Bygdin,26286,8.79714698082338,61.3281909507296,1978-1982,106.75,122.13,228.88,229.09
463,545-4-3,Vangsmjøsi,26287,8.7014478805535,61.1486002136468,1978-1982,273.21,306.00000000000006,579.21,607.4
464,545-4-5,Tyin,26288,8.14105557169029,61.2746326478613,1978-1982,86.07,100.13999999999999,186.20999999999998,185.69
465,604-1-17,Trytetjerna,26289,9.58876341613778,59.5860113161724,1978-1982,400.18,368.2,768.38,767.66
466,604-2-18,Tverrvatnet,26290,9.6349498353585,59.4798639538655,1978-1982,418.93,390.19,809.12,812.28
467,605-1-5,Gravvatnet,26291,9.83046024386151,60.4564651350761,1978-1982,298.02,286.55999999999995,584.5799999999999,602.04
468,612-5-1,Tyrifjorden,26293,9.9671022362075,59.9301104634046,1978-1982,325.83,293.39000000000004,619.22,626.61
469,615-2-17,Eitrytetjern,26294,9.43497255636751,60.3581755448784,1978-1982,294.34,294.32,588.66,603.59
470,616-1-10,Kytetjernet,26295,8.92626405644343,60.578923857798,1978-1982,240.3,238.32,478.62,483.91
471,616-1-13,Langevatnet,26296,8.74121424062652,60.5096290205186,1978-1982,288.35,299.38,587.73,602.99
472,616-1-26,Hammartjørnet,26297,8.805569535336,60.5859789033799,1978-1982,240.3,238.32,478.62,483.91
473,616-1-31,Vardetjernan,26298,8.88717855130205,60.5982794024757,1978-1982,240.3,238.32,478.62,483.91
474,616-2-6,Ausa,26299,8.77365699519881,60.5618984938784,1978-1982,240.3,238.32,478.62,483.91
475,616-2-20,Belgevatnet,26300,8.77925721366826,60.579867412649,1978-1982,240.3,238.32,478.62,483.91
476,617-1-19,Nystøltjørni,26301,8.7942021897394,60.7186515232512,1978-1982,219.54,224.86999999999998,444.40999999999997,451.7
477,617-1-23,Metubba,26302,9.08831174795543,60.7872954480304,1978-1982,197.61,210.2,407.81,415.41
478,617-1-28,Ørkvatnet,26303,8.97999439475107,60.7641395199951,1978-1982,218.77,227.02,445.79,452.01
479,618-1-3,HOH 1456,26304,8.14809552658439,60.9001224445984,1978-1982,181.39,205.46000000000004,386.85,397.4
480,618-3-1,Vannen,26305,8.73263218008228,60.8417287293492,1978-1982,203.99,225.89999999999998,429.89,443.92
481,619-1-1,Butjørni,26306,8.67523130469535,60.5686375870467,1978-1982,288.35,299.38,587.73,602.99
482,619-2-19,Mefaringen,26307,8.53063849216731,60.5674511750826,1978-1982,288.35,299.38,587.73,602.99
483,619-2-33,Austre Flågrunnsvatnet,26308,7.80966857748113,60.8625302035427,1978-1982,182.68,212.55,395.23,407.95
484,619-3-2,Vassfjorden,26309,8.4216888638847,60.6907451267063,1978-1982,205.89,214.35000000000002,420.24,432.08
485,619-3-10,Halldalsvatnet,26310,8.47896569154845,60.4934995395858,1978-1982,190.03,193.02,383.05,392.53
486,620-1-6,HOH 1760,26311,7.70310023452338,60.6008237901673,1978-1982,246.95,279.84999999999997,526.8,555.1
